,Spectrogram,Local file path_y,Pitch,Note,Octave
2093,"[[-7.4750226e+02 -6.9574799e+02 -6.3297900e+02 ... -5.6323090e+02
  -5.6469269e+02 -5.5740167e+02]
 [ 9.1965851e+01  7.3222778e+01  4.2826206e+01 ...  1.0114916e+01
   6.1557837e+00  1.2522839e+00]
 [ 3.8278057e+01  3.4169624e+01  2.5748812e+01 ...  2.3245411e+01
   1.9480898e+01  1.1886707e+01]
 ...
 [ 1.8424215e+00  1.1365509e-01 -2.0709367e+00 ...  2.8393030e-01
  -2.0926380e-01 -1.8278236e+00]
 [ 2.4278412e+00  2.7325659e+00  1.5859985e-01 ... -4.8043919e-01
   1.4135323e+00  6.5155888e-01]
 [ 2.8549957e+00 -8.4526443e-01 -1.3515129e+00 ... -1.2820864e-01
   1.4354937e+00  1.3878778e+00]]",Strings/Violin/ordinario/Vn-ord-D#5-pp-3c-N.wav,D#5,D#,5
2094,"[[-6.7420282e+02 -6.4686395e+02 -6.3417273e+02 ... -5.1416644e+02
  -4.9587891e+02 -4.6643402e+02]
 [ 7.0425537e+01  5.8369614e+01  4.6077168e+01 ... -4.5867434e+00
  -1.0797369e+00 -2.1250992e+00]
 [ 6.2277107e+00  1.2283036e+01  1.6122303e+01 ...  2.0464750e+01
   1.9506516e+01  2.2177597e+01]
 ...
 [-1.5594945e+00  6.6141605e-01  3.4762335e-01 ...  1.5946056e+00
   3.9221668e-01  1.5376137e+00]
 [-2.6577735e-01  3.4543133e-01 -5.6707907e-01 ... -2.8214703e+00
  -3.7701664e+00 -1.8461456e+00]
 [ 2.9274712e+00  2.1083965e+00 -2.0979805e+00 ... -2.4836845e+00
  -2.3041546e+00 -2.1843233e+00]]",Strings/Violin/ordinario/Vn-ord-D#5-pp-4c-N.wav,D#5,D#,5
2095,"[[-7.2050739e+02 -6.7653406e+02 -6.5335132e+02 ... -6.1095343e+02
  -5.4797198e+02 -5.0935605e+02]
 [ 5.4273163e+01  3.5909275e+01  1.4757181e+01 ... -9.1682949e+00
  -1.2193696e+01 -1.8415474e+01]
 [ 1.7903885e+01  2.1726372e+01  3.2879631e+01 ...  4.3527313e+01
   4.2694763e+01  4.7617966e+01]
 ...
 [-1.1152811e+00 -5.5202103e-01  1.1085329e+00 ... -2.7127213e+00
  -1.4068460e+00 -1.1096401e+00]
 [-8.0073738e-01  8.0338955e-01  2.1156454e+00 ...  1.1562729e+00
   2.0207787e-01 -2.5159454e-01]
 [ 4.2091370e-02 -1.4808197e+00 -2.0494370e+00 ... -6.0624075e-01
  -1.8300924e+00 -1.3508425e+00]]",Strings/Violin/ordinario/Vn-ord-E5-pp-1c-N.wav,E5,E,5
2096,"[[-7.1031427e+02 -6.8589984e+02 -6.7404645e+02 ... -6.0414160e+02
  -5.8789978e+02 -5.6996429e+02]
 [ 7.2281555e+01  6.1664238e+01  4.2967762e+01 ... -5.2376161e+00
   3.9228649e+00  8.3330250e+00]
 [ 2.6516674e+01  2.8635250e+01  2.4562784e+01 ...  2.9305893e+01
   2.4513721e+01  1.8051777e+01]
 ...
 [ 7.7568531e-01 -2.9337883e-01  8.5694885e-01 ...  4.4016042e+00
   8.8263655e-01 -2.0160990e+00]
 [ 3.8436031e-01 -9.4629192e-01 -6.7031670e-01 ... -3.4517756e+00
  -2.2219858e+00 -7.0316029e-01]
 [-3.6967850e+00 -1.1039600e+00 -3.7827301e-01 ... -2.3318820e+00
   8.4656000e-01  1.3566253e+00]]",Strings/Violin/ordinario/Vn-ord-E5-pp-2c-N.wav,E5,E,5
2097,"[[-6.52906128e+02 -6.18728760e+02 -6.02245361e+02 ... -5.63160278e+02
  -5.43205994e+02 -5.20487732e+02]
 [ 5.75265045e+01  3.77110519e+01  2.42998543e+01 ...  4.55869150e+00
   9.20055866e+00  1.50857086e+01]
 [ 1.42999992e+01  1.78463764e+01  1.63282356e+01 ...  1.80313530e+01
   1.28274274e+00 -9.38480759e+00]
 ...
 [ 1.04959965e-01  9.77634907e-01 -6.52869463e-01 ...  1.61044765e+00
  -1.63547277e-01  7.98263311e-01]
 [ 2.11573839e+00  2.28451395e+00 -9.86013412e-02 ... -4.72432137e-01
  -1.95305824e+00  5.93651772e-01]
 [ 2.58099937e+00  8.26623917e-01  4.51708794e-01 ... -5.63192415e+00
  -1.23176694e+00  1.12191725e+00]]",Strings/Violin/ordinario/Vn-ord-E5-pp-3c-N.wav,E5,E,5
2098,"[[-7.0101038e+02 -6.7703003e+02 -6.5643073e+02 ... -5.1975488e+02
  -4.7830591e+02 -4.3827490e+02]
 [ 9.5962830e+01  8.9943367e+01  7.4033401e+01 ... -1.3755434e+01
   2.7628181e+01  4.7846886e+01]
 [ 1.5970451e+01  4.7673903e+00 -4.7705941e+00 ...  3.1623497e+01
   3.2274807e+01  2.4277977e+01]
 ...
 [-1.7588582e+00 -9.8143315e-01 -4.1634011e-01 ... -3.9424133e-01
  -2.9248047e-01 -1.5468563e+00]
 [-5.0186539e-01  4.5720911e-01  9.0740120e-01 ... -2.2455864e+00
  -3.9988327e-01  6.3122749e-02]
 [-3.8600540e-01  1.0242081e+00  2.0345192e+00 ...  2.1834183e+00
   2.1814251e-01  8.4989166e-01]]",Strings/Violin/ordinario/Vn-ord-E5-pp-4c-N.wav,E5,E,5
2099,"[[-6.6539008e+02 -6.5186414e+02 -6.5489581e+02 ... -6.0846271e+02
  -5.4414551e+02 -5.1004727e+02]
 [ 3.2158852e+01  2.7838812e+01  3.0675865e+01 ... -1.1456922e+01
  -3.8112054e+00 -5.5353689e+00]
 [ 1.7907488e+01  1.6068373e+01  1.2914543e+01 ...  4.4858727e+01
   2.1739689e+01  9.8647337e+00]
 ...
 [-3.1515608e+00 -3.1595864e+00 -3.5564260e+00 ... -1.3222786e+00
  -9.3238115e-01  3.9876080e-01]
 [-2.1905341e+00 -4.0334625e+00 -3.9850459e+00 ... -1.4320488e+00
   1.2636490e+00  2.0786154e+00]
 [ 8.4065819e-01  1.8591232e+00  1.9002924e+00 ... -3.1188545e+00
   6.7515850e-01  3.4023952e-01]]",Strings/Violin/ordinario/Vn-ord-F5-pp-1c-N.wav,F5,F,5
2100,"[[-6.8180060e+02 -6.5090228e+02 -6.2923871e+02 ... -5.5881244e+02
  -5.1385858e+02 -4.7383667e+02]
 [ 3.2145638e+01  2.0265379e+01  1.2901886e+01 ... -1.1231779e+01
  -1.3772522e+00  5.8522358e+00]
 [ 2.5298901e+01  3.1055611e+01  3.3777657e+01 ...  2.7813566e+01
  -2.1970966e+00 -1.5754648e+01]
 ...
 [-1.6851151e-01 -4.6647358e+00 -5.1236763e+00 ...  6.9082260e-02
  -1.6997423e+00 -3.2652569e-01]
 [ 8.1957817e-02 -2.6765623e+00 -4.8756199e+00 ... -2.3763866e+00
  -2.4164364e+00 -2.6807737e-01]
 [-8.3977890e-01 -9.4814301e-02 -1.3946743e+00 ... -3.3047585e+00
  -1.2570375e+00 -1.4100087e+00]]",Strings/Violin/ordinario/Vn-ord-F5-pp-2c-N.wav,F5,F,5
2101,"[[-7.47783508e+02 -7.20145020e+02 -6.94493225e+02 ... -5.40835693e+02
  -4.94146362e+02 -4.58457916e+02]
 [ 8.29319916e+01  7.88487701e+01  7.38815918e+01 ... -1.07823124e+01
   9.90677452e+00  1.75807171e+01]
 [ 2.45405731e+01  2.64687366e+01  2.39030132e+01 ...  3.11559830e+01
   1.61491966e+01  8.40978527e+00]
 ...
 [ 2.18141890e+00  1.64916468e+00  1.38789082e+00 ...  2.29509282e+00
   1.35370731e+00  3.91725540e-01]
 [-2.83880329e+00 -2.87698555e+00 -4.99956131e-01 ... -5.57213783e-01
   1.40351295e-01 -8.63458395e-01]
 [-4.28427505e+00 -1.15749359e+00  2.00913239e+00 ... -6.34998512e+00
   1.18747234e-01  3.10810089e-01]]",Strings/Violin/ordinario/Vn-ord-F5-pp-3c-N.wav,F5,F,5
2102,"[[-6.8329126e+02 -6.6761700e+02 -6.6133185e+02 ... -6.1753070e+02
  -5.5171509e+02 -5.0650519e+02]
 [ 2.9798754e+01  2.2229214e+01  1.5987193e+01 ... -8.1048880e+00
  -1.4065655e+01 -1.5670700e+01]
 [ 2.0775055e+01  2.6561897e+01  3.2083954e+01 ...  4.1750214e+01
  -5.1797123e+00 -2.3254372e+01]
 ...
 [ 2.4980640e-01  9.4866371e-01  4.5553207e-01 ... -3.9343507e+00
  -3.2272410e-01 -1.2013836e+00]
 [ 7.9266548e-01  1.2915144e+00  4.8083210e-01 ... -9.3387985e-01
  -1.2597516e+00 -2.2353706e+00]
 [ 4.3283901e+00  3.0353518e+00 -1.1132154e+00 ... -2.0022862e+00
  -1.8939967e+00 -1.4355512e+00]]",Strings/Violin/ordinario/Vn-ord-F#5-pp-1c-N.wav,F#5,F#,5
2103,"[[-7.2311389e+02 -7.1147852e+02 -6.9721082e+02 ... -6.1216931e+02
  -5.4690808e+02 -5.0648672e+02]
 [ 6.7409515e+01  7.0594933e+01  6.1228943e+01 ... -5.9998789e+00
  -1.0581440e+01 -1.8308649e+01]
 [ 2.1573687e+01  2.0272469e+01  1.7657032e+01 ...  3.4374424e+01
  -2.7216496e+00 -2.3574154e+01]
 ...
 [ 4.9431133e-01  1.9846144e+00  1.7023888e+00 ... -1.6943707e+00
  -3.7951517e-01  7.1502304e-01]
 [-4.6316128e+00 -8.8821888e-01 -2.0390034e-01 ... -2.4956026e+00
  -1.4337360e+00  8.5261154e-01]
 [-1.2086601e+00 -1.6211777e+00 -2.6505489e+00 ...  1.0635302e+00
  -4.4755459e-02 -8.2017708e-01]]",Strings/Violin/ordinario/Vn-ord-F#5-pp-2c-N.wav,F#5,F#,5
2104,"[[-7.3969135e+02 -7.0828406e+02 -6.7985297e+02 ... -5.5132513e+02
  -4.9989316e+02 -4.6651059e+02]
 [ 6.5642410e+01  6.8768951e+01  5.7148495e+01 ...  9.2726088e+00
   1.2997141e+01  7.0379229e+00]
 [ 1.4378788e+01  1.7504053e+01  1.9005772e+01 ...  2.7986572e+01
  -1.0297778e+01 -3.4053329e+01]
 ...
 [-4.0563030e+00 -1.8361354e+00 -2.8034258e-01 ... -3.3198142e-01
   3.3423805e-01  3.4720802e-01]
 [-1.1294832e+00  1.1670494e-01 -1.4009562e+00 ... -2.4942513e+00
  -2.0508585e+00 -3.4854479e+00]
 [-1.0338173e+00 -3.9785767e-01 -2.1833763e+00 ...  2.2482312e+00
  -1.1563735e+00 -2.5472434e+00]]",Strings/Violin/ordinario/Vn-ord-F#5-pp-3c-N.wav,F#5,F#,5
2105,"[[-7.1785345e+02 -6.9708240e+02 -6.8258417e+02 ... -5.9300098e+02
  -5.3866394e+02 -4.9901428e+02]
 [ 6.7231209e+01  6.5857765e+01  5.1940811e+01 ...  3.3093554e-01
   8.5622826e+00  1.2272661e+01]
 [ 2.2113594e+01  2.2536169e+01  2.1325832e+01 ...  3.0047119e+01
   1.7204388e+01  1.4537426e+01]
 ...
 [-1.2359972e+00 -1.2400703e+00  9.4894409e-02 ...  8.6614716e-01
  -4.2114401e-01  5.9992915e-01]
 [-1.7631092e+00  5.3775215e-01  2.8064909e+00 ...  2.0723190e+00
   9.5593166e-01 -2.3954487e+00]
 [-1.9472656e+00  6.4491272e-01  1.4556313e+00 ...  1.4993329e+00
  -3.3085394e-01 -6.5392494e-02]]",Strings/Violin/ordinario/Vn-ord-G5-pp-1c-N.wav,G5,G,5
2106,"[[-7.0265631e+02 -6.9410388e+02 -6.7771759e+02 ... -6.1425116e+02
  -5.8057904e+02 -5.5415875e+02]
 [ 6.7914001e+01  7.1083229e+01  5.3435127e+01 ...  1.4716375e+01
   2.5318390e+01  2.8268482e+01]
 [ 3.6323624e+00  8.6657562e+00  1.9942526e+01 ...  3.8209648e+01
   1.2688052e+01 -2.0398240e+00]
 ...
 [-1.0890093e+00 -1.6514807e+00 -8.0746841e-01 ... -3.7398481e+00
  -2.3901081e-01  3.8480759e-03]
 [-3.0887418e+00  9.8664260e-01  9.2895317e-01 ...  3.0040169e-01
   5.2393055e-01 -1.4034017e+00]
 [-2.6433907e+00 -1.3424988e+00 -1.4100800e+00 ...  1.1407981e+00
   3.2487965e-01 -4.6805191e-01]]",Strings/Violin/ordinario/Vn-ord-G5-pp-2c-N.wav,G5,G,5
2107,"[[-7.6742200e+02 -7.2774384e+02 -7.0602045e+02 ... -5.7321503e+02
  -5.5529791e+02 -5.3363812e+02]
 [ 8.1778397e+01  8.5974663e+01  8.3703094e+01 ...  1.3060860e+01
   1.2343605e+00 -3.4723778e+00]
 [ 2.1771162e+01  1.3965515e+01  1.4010347e+01 ...  1.7721727e+01
  -1.1283542e+01 -3.1379820e+01]
 ...
 [-5.0471687e-01  2.5314310e+00  1.2361432e+00 ...  1.5779076e+00
   2.4012780e+00  7.6209211e-01]
 [-6.6208644e+00 -1.4700842e-01  1.7597919e+00 ...  1.6912003e+00
   2.6457500e-01  1.6385841e-01]
 [-3.7467155e+00 -2.6487656e+00 -3.4588203e+00 ...  1.7059569e+00
  -1.0393047e+00 -2.1049104e+00]]",Strings/Violin/ordinario/Vn-ord-G5-pp-3c-N.wav,G5,G,5
2108,"[[-6.4626648e+02 -6.1983533e+02 -6.0599078e+02 ... -6.0473157e+02
  -5.6670453e+02 -5.3728119e+02]
 [ 4.4604042e+01  3.1195816e+01  1.1549625e+01 ... -2.6079574e+00
  -2.1021698e+01 -3.8420971e+01]
 [ 9.3131351e+00  1.7215767e+01  2.9459106e+01 ...  3.4926029e+01
   2.0027374e+01  1.1544459e+01]
 ...
 [-1.6873679e+00 -6.2308431e-01  1.0710140e+00 ...  9.8028803e-01
   7.5479126e-01  1.5031888e+00]
 [ 7.9782486e-01  1.4210405e+00  3.0132418e+00 ...  2.3245850e+00
  -3.2170773e-01 -1.9251823e-01]
 [-1.1451283e+00  1.5708151e+00 -1.5404563e+00 ... -2.6803350e+00
   9.5267582e-01  3.0320740e-01]]",Strings/Violin/ordinario/Vn-ord-G#5-pp-1c-N.wav,G#5,G#,5
2109,"[[-7.0547040e+02 -6.6362598e+02 -6.3378192e+02 ... -5.8756610e+02
  -5.3282037e+02 -4.8921082e+02]
 [ 5.3867672e+01  4.5234406e+01  3.0089380e+01 ...  7.6239290e+00
  -1.5529910e+00 -8.8456182e+00]
 [-1.8174233e+00  9.9815722e+00  2.0283440e+01 ...  2.3688387e+01
  -7.2177601e-01 -8.2376528e+00]
 ...
 [-1.1940005e+00  1.1001747e+00 -5.5917501e-01 ...  7.4682307e-01
   2.2758319e+00  3.8411899e+00]
 [ 3.7587595e+00  4.3060017e-01 -2.9098225e-01 ...  7.1743393e-01
   7.3738098e-01  1.1678514e+00]
 [-9.0531921e-01  5.3042793e-01  1.1756802e+00 ... -1.0546851e-01
   2.3600862e+00  1.4814284e+00]]",Strings/Violin/ordinario/Vn-ord-G#5-pp-2c-N.wav,G#5,G#,5
2110,"[[-7.1813281e+02 -6.7435498e+02 -6.4505988e+02 ... -5.3339490e+02
  -4.8716257e+02 -4.5984991e+02]
 [ 7.6505936e+01  5.9305695e+01  4.7510906e+01 ...  1.5356926e+01
   2.3024370e+01  3.3474266e+01]
 [ 2.2185295e+01  1.7842232e+01  9.0191870e+00 ...  1.0011057e+01
  -2.3874311e+01 -4.3916481e+01]
 ...
 [-2.2337463e-01  8.7919283e-01  9.7246826e-01 ...  2.7733722e+00
   2.2725153e+00  1.0312996e+00]
 [-3.6042089e+00 -1.4550714e+00 -1.6811931e+00 ...  2.1958587e+00
  -1.5097771e+00 -2.1401749e+00]
 [ 5.2888107e-01 -8.6753654e-01 -9.5906448e-01 ...  9.4068336e-01
  -1.4352226e-01  8.8206291e-01]]",Strings/Violin/ordinario/Vn-ord-G#5-pp-3c-N.wav,G#5,G#,5
2111,"[[-7.5030133e+02 -7.1736389e+02 -7.0130005e+02 ... -6.3013470e+02
  -6.0020929e+02 -5.7603082e+02]
 [ 5.6877304e+01  5.9961342e+01  5.6471241e+01 ... -1.9500977e+01
  -3.1160582e+01 -4.1825768e+01]
 [ 2.0184311e+01  2.6841719e+01  2.1686668e+01 ...  5.3040653e+01
   4.3092323e+01  3.8173660e+01]
 ...
 [-1.2211914e+00  4.3451405e-01  5.1228285e-01 ... -1.7426398e+00
  -2.2341681e+00 -3.0302804e+00]
 [ 7.8518581e-01  5.6505966e-01 -1.9590836e+00 ... -2.4226723e+00
  -2.7503014e-01 -1.1290379e+00]
 [-1.5344200e+00  4.9355507e-01  1.3379669e+00 ... -6.7338943e-02
  -2.1397991e+00 -3.9971733e-01]]",Strings/Violin/ordinario/Vn-ord-A5-pp-1c-N.wav,A5,A,5
2112,"[[-7.7019263e+02 -6.7965216e+02 -6.3213043e+02 ... -5.8238788e+02
  -5.7905560e+02 -5.6351300e+02]
 [ 9.2137291e+01  4.7862587e+01  2.4605598e+01 ... -5.5877483e-01
  -3.8521285e+00 -4.8046446e+00]
 [ 3.5106750e+01  3.3507469e+01  2.9472475e+01 ...  3.2764488e+01
   2.5830170e+01  1.3499378e+01]
 ...
 [-3.6606979e-01 -9.4167006e-01  6.0493386e-01 ...  9.4338584e-01
   3.3706961e+00  1.8706465e+00]
 [-1.1528206e+00 -4.3121338e-01 -1.3710785e-01 ... -3.2294827e+00
  -1.3285398e+00 -2.6389928e+00]
 [-2.4118500e+00  5.1210976e-01 -9.3568611e-01 ...  1.5979813e+00
   7.5585449e-01  1.9988669e+00]]",Strings/Violin/ordinario/Vn-ord-A5-pp-2c-N.wav,A5,A,5
2113,"[[-7.2055713e+02 -7.0002765e+02 -6.8031421e+02 ... -5.5625116e+02
  -4.9551172e+02 -4.5901846e+02]
 [ 7.7781342e+01  7.9116951e+01  6.9160324e+01 ...  1.2150941e+01
   3.8985023e+01  4.9140114e+01]
 [ 9.6746292e+00  1.0045482e+01  1.0603324e+01 ...  1.9360188e+01
  -3.1640455e-01 -7.8484321e+00]
 ...
 [-4.8289537e-01  3.1807933e+00  2.5177927e+00 ... -2.1988010e-01
   7.0142841e-01  1.2074871e+00]
 [-1.6293812e-01 -2.4134922e-01  1.2204418e+00 ...  2.7743311e+00
   3.1705478e-01  1.8863726e-01]
 [ 1.4438667e+00  1.3680801e+00  2.5793877e+00 ...  1.8524628e+00
   6.6937447e-01 -8.0395699e-01]]",Strings/Violin/ordinario/Vn-ord-A5-pp-3c-N.wav,A5,A,5
2114,"[[-7.2447369e+02 -6.9288757e+02 -6.7740216e+02 ... -6.1308643e+02
  -5.5668213e+02 -5.2495850e+02]
 [ 6.1480904e+01  6.2065033e+01  4.9705746e+01 ...  5.7523069e+00
   6.2301264e+00  2.3877122e+00]
 [ 2.3771194e+01  1.9632320e+01  2.2953234e+01 ...  2.8316093e+01
  -2.1129789e+01 -4.6310669e+01]
 ...
 [ 3.5593939e+00  5.6487408e+00  3.2283528e+00 ...  3.9468813e-01
   4.6249676e-01 -5.5887985e-01]
 [-2.3373432e+00 -3.1877804e-01 -5.4144096e-01 ... -1.8840218e-01
   4.3128014e-01  1.5071812e+00]
 [-1.9396801e+00  5.6571960e-01 -1.2534828e+00 ... -4.7718019e+00
  -4.3882999e+00 -3.1875889e+00]]",Strings/Violin/ordinario/Vn-ord-A#5-pp-1c-N.wav,A#5,A#,5
2115,"[[-7.6683832e+02 -6.9111884e+02 -6.4402423e+02 ... -5.9241138e+02
  -5.0316092e+02 -4.5454657e+02]
 [ 9.1016342e+01  5.9721771e+01  3.0277481e+01 ...  1.1612650e+01
   4.1100620e+01  4.5653912e+01]
 [ 3.2903687e+01  2.6787655e+01  2.6755367e+01 ...  3.5802509e+01
  -2.2313869e+01 -3.7613258e+01]
 ...
 [-9.9902725e-01  2.2073138e+00  3.5359313e+00 ...  2.9101763e+00
   7.1457100e-01 -1.0818806e+00]
 [-1.2994938e+00 -1.4745808e-01 -5.7849979e-01 ... -1.7255402e-01
   8.4324551e-01  1.4199543e+00]
 [-3.9589348e+00 -3.8096237e-01  4.7397709e-01 ... -2.0758166e+00
   8.6887360e-02 -3.1986618e-01]]",Strings/Violin/ordinario/Vn-ord-A#5-pp-2c-N.wav,A#5,A#,5
2116,"[[-7.9361084e+02 -7.4316248e+02 -6.9496527e+02 ... -5.8321509e+02
  -5.1026428e+02 -4.6601816e+02]
 [ 7.4358116e+01  7.7243622e+01  6.4219658e+01 ...  9.1105061e+00
   4.2120407e+01  6.4467087e+01]
 [ 2.8632812e+01  1.9414778e+01  7.4477596e+00 ...  2.4399296e+01
  -2.7724043e+01 -4.3258095e+01]
 ...
 [-7.7632999e-01  3.0188184e+00  4.3178120e+00 ...  1.8490772e+00
   1.0602341e+00  1.1048889e+00]
 [-1.5842018e+00 -2.2261143e+00 -2.1039693e+00 ...  8.4261799e-01
   4.3379211e-01 -8.2761955e-01]
 [-3.1421509e+00 -1.6090698e+00  1.3925686e+00 ... -3.6464119e-01
   2.0981979e-01 -4.7340393e-03]]",Strings/Violin/ordinario/Vn-ord-A#5-pp-3c-T10u.wav,A#5,A#,5
2117,"[[-6.9321442e+02 -6.6306903e+02 -6.5464380e+02 ... -5.8819269e+02
  -5.1495453e+02 -4.7111264e+02]
 [ 3.9212921e+01  3.2390732e+01  2.3890297e+01 ...  5.3448820e+00
   1.3401880e+00 -7.0442839e+00]
 [ 1.5893450e+01  1.8768579e+01  1.8440285e+01 ...  2.7180161e+01
  -1.8966328e+01 -3.8437897e+01]
 ...
 [-1.4900017e-01 -1.4105251e+00 -1.1640272e+00 ... -1.2048767e+00
  -2.3326464e+00 -1.0908127e+00]
 [ 6.9579124e-02  1.0020199e+00  9.7495747e-01 ... -7.5487804e-01
  -1.5906315e+00 -1.7002888e+00]
 [ 2.6420956e+00  5.9630585e-01 -1.1686277e+00 ... -2.2726147e+00
  -2.5289676e+00 -4.7493172e-01]]",Strings/Violin/ordinario/Vn-ord-B5-pp-1c-N.wav,B5,B,5
2118,"[[-7.0984430e+02 -6.7631250e+02 -6.5982135e+02 ... -6.0827789e+02
  -5.7935712e+02 -5.5862897e+02]
 [ 5.9275612e+01  4.6997967e+01  4.4548592e+01 ...  1.5372627e+01
   1.7872287e+00 -1.5729841e+01]
 [ 1.1851765e+01  2.3508648e+01  2.1018471e+01 ...  2.9635326e+01
   1.8424725e+01  1.0022442e+01]
 ...
 [ 5.1861525e-01  2.2192907e-01  2.5438535e-01 ... -3.5495491e+00
   3.2275510e-01  4.2076211e+00]
 [ 3.8755083e-01 -6.8858624e-01 -2.5054483e+00 ...  3.1254101e-01
  -6.1899185e-02  6.6217709e-01]
 [-2.6295071e+00  5.9712219e-01 -1.3221378e+00 ... -1.3109827e-01
  -1.3032674e+00 -2.8939595e+00]]",Strings/Violin/ordinario/Vn-ord-B5-pp-2c-N.wav,B5,B,5
2119,"[[-6.9614404e+02 -6.6561371e+02 -6.3987360e+02 ... -5.8141248e+02
  -5.5700952e+02 -5.4697369e+02]
 [ 7.8800430e+01  7.2662071e+01  6.0712364e+01 ...  1.4088475e+01
   1.8777908e+01  2.0316313e+01]
 [ 1.2807919e+01  2.8273013e+00  4.6752138e+00 ...  2.7742882e+01
   9.7690315e+00 -1.6497405e+00]
 ...
 [-5.0812054e-01  1.9351588e+00  1.8213764e+00 ...  3.3232365e+00
  -3.4531784e-01  2.6727781e+00]
 [-7.6546192e-02  1.9359539e+00  3.9994955e-02 ... -1.4945889e-01
   2.2538757e-01  1.3047690e+00]
 [ 2.2440186e+00  1.1153107e+00 -1.9997578e+00 ... -2.7496080e+00
   1.7147999e+00  2.0714779e+00]]",Strings/Violin/ordinario/Vn-ord-B5-pp-3c-N.wav,B5,B,5
2120,"[[-7.0918292e+02 -6.6996405e+02 -6.3810663e+02 ... -6.0676337e+02
  -5.7552533e+02 -5.4605225e+02]
 [ 7.3709732e+01  6.1628540e+01  3.9704933e+01 ...  6.7802415e+00
   4.3502152e-02  2.3006094e+00]
 [ 5.6113939e+00  2.3630934e+00  5.9029884e+00 ...  2.6816174e+01
   2.2435177e+01  2.1074429e+01]
 ...
 [ 8.3364463e-01 -6.8170333e-01 -3.1184084e+00 ... -1.6064442e+00
  -1.6891103e+00 -1.9900150e+00]
 [ 2.3964090e+00  1.2846334e+00  6.7521620e-01 ...  1.8789482e+00
   2.0057516e+00  9.2927170e-01]
 [-1.0390053e+00 -3.1860733e-01 -3.4570122e-01 ... -3.2981343e+00
   8.6738867e-01  8.8590080e-01]]",Strings/Violin/ordinario/Vn-ord-C6-pp-1c-T11d.wav,C6,C,6
2121,"[[-7.1178192e+02 -6.8230298e+02 -6.7335406e+02 ... -6.2523462e+02
  -6.1119928e+02 -5.9174774e+02]
 [ 6.7128021e+01  5.3457722e+01  4.7508705e+01 ...  2.4016148e+01
   9.8891773e+00 -3.1960666e+00]
 [ 1.2485966e+01  1.1395528e+01  1.4206511e+01 ...  2.8272919e+01
   2.6031609e+01  2.3934227e+01]
 ...
 [ 2.8653853e+00 -2.7409387e-01 -7.4423122e-01 ...  2.6541781e+00
   1.2409518e+00 -6.4227152e-01]
 [ 4.5829816e+00  5.2097988e-01 -1.1157799e+00 ... -8.5480976e-01
   6.5587330e-01  1.5629959e+00]
 [-2.2244759e+00 -1.8118134e+00  1.0371418e+00 ... -1.7232609e-01
  -1.3955722e+00 -1.7751429e+00]]",Strings/Violin/ordinario/Vn-ord-C6-pp-2c-N.wav,C6,C,6
2122,"[[-6.5545911e+02 -6.3029138e+02 -6.2528796e+02 ... -5.7582819e+02
  -5.3160297e+02 -5.0636441e+02]
 [ 2.6968767e+01  3.4501171e+01  3.3586113e+01 ...  1.3118124e+01
  -1.0514040e+00 -1.9763271e+01]
 [ 7.6148643e+00  1.4316214e+01  2.2715652e+01 ...  1.5096966e+01
  -1.5950493e+01 -3.8626633e+01]
 ...
 [-1.8293712e+00 -1.5485798e+00  7.6172495e-01 ... -1.8614154e+00
  -1.2394404e+00 -2.0679207e+00]
 [-6.0658860e-01  7.5340986e-01  1.1805048e+00 ...  9.4654799e-01
   8.9776278e-01 -6.6029930e-01]
 [-2.3310204e+00 -8.9447021e-01  1.5967731e+00 ... -1.5675311e+00
   3.8076717e-01 -6.9143867e-01]]",Strings/Violin/ordinario/Vn-ord-C6-pp-3c-T14d.wav,C6,C,6
2123,"[[-7.06693848e+02 -6.71505615e+02 -6.51925903e+02 ... -6.07558472e+02
  -5.60112732e+02 -5.29637024e+02]
 [ 6.25180435e+01  4.41722488e+01  2.87385635e+01 ...  9.94882488e+00
  -1.09343882e+01 -3.22281075e+01]
 [ 1.02813225e+01  1.44544945e+01  2.33893433e+01 ...  2.34268990e+01
  -9.05622864e+00 -2.19400368e+01]
 ...
 [-7.65794516e-01 -1.66298318e+00  5.66308081e-01 ... -9.37255681e-01
  -1.74615431e+00 -1.59952927e+00]
 [-2.96018481e+00 -1.20108128e-01  2.47622585e+00 ... -2.03388119e+00
  -6.00333214e-02  1.64855385e+00]
 [-2.45156670e+00  2.05080032e-01 -1.90792942e+00 ...  6.35629654e-01
   4.26844597e-01  8.34591866e-01]]",Strings/Violin/ordinario/Vn-ord-C#6-pp-1c-N.wav,C#6,C#,6
